"","country","date","confirmed","recovered","deaths","population","conf_7Days_moving_avg","rec_7Days_moving_avg","deaths_7Days_moving_avg","conf_x10,000pop_rate","rec_x10,000pop_rate","deaths_x10,000pop_rate"
"6847","Guatemala",2020-02-07,0,0,0,16604026,0,0,0,0,0,0
"6848","Guatemala",2020-02-08,0,0,0,16604026,0,0,0,0,0,0
"6849","Guatemala",2020-02-09,0,0,0,16604026,0,0,0,0,0,0
"6850","Guatemala",2020-02-10,0,0,0,16604026,0,0,0,0,0,0
"6851","Guatemala",2020-02-11,0,0,0,16604026,0,0,0,0,0,0
"6852","Guatemala",2020-02-12,0,0,0,16604026,0,0,0,0,0,0
"6853","Guatemala",2020-02-13,0,0,0,16604026,0,0,0,0,0,0
"6854","Guatemala",2020-02-14,0,0,0,16604026,0,0,0,0,0,0
"6855","Guatemala",2020-02-15,0,0,0,16604026,0,0,0,0,0,0
"6856","Guatemala",2020-02-16,0,0,0,16604026,0,0,0,0,0,0
"6857","Guatemala",2020-02-17,0,0,0,16604026,0,0,0,0,0,0
"6858","Guatemala",2020-02-18,0,0,0,16604026,0,0,0,0,0,0
"6859","Guatemala",2020-02-19,0,0,0,16604026,0,0,0,0,0,0
"6860","Guatemala",2020-02-20,0,0,0,16604026,0,0,0,0,0,0
"6861","Guatemala",2020-02-21,0,0,0,16604026,0,0,0,0,0,0
"6862","Guatemala",2020-02-22,0,0,0,16604026,0,0,0,0,0,0
"6863","Guatemala",2020-02-23,0,0,0,16604026,0,0,0,0,0,0
"6864","Guatemala",2020-02-24,0,0,0,16604026,0,0,0,0,0,0
"6865","Guatemala",2020-02-25,0,0,0,16604026,0,0,0,0,0,0
"6866","Guatemala",2020-02-26,0,0,0,16604026,0,0,0,0,0,0
"6867","Guatemala",2020-02-27,0,0,0,16604026,0,0,0,0,0,0
"6868","Guatemala",2020-02-28,0,0,0,16604026,0,0,0,0,0,0
"6869","Guatemala",2020-02-29,0,0,0,16604026,0,0,0,0,0,0
"6870","Guatemala",2020-03-01,0,0,0,16604026,0,0,0,0,0,0
"6871","Guatemala",2020-03-02,0,0,0,16604026,0,0,0,0,0,0
"6872","Guatemala",2020-03-03,0,0,0,16604026,0,0,0,0,0,0
"6873","Guatemala",2020-03-04,0,0,0,16604026,0,0,0,0,0,0
"6874","Guatemala",2020-03-05,0,0,0,16604026,0,0,0,0,0,0
"6875","Guatemala",2020-03-06,0,0,0,16604026,0,0,0,0,0,0
"6876","Guatemala",2020-03-07,0,0,0,16604026,0,0,0,0,0,0
"6877","Guatemala",2020-03-08,0,0,0,16604026,0,0,0,0,0,0
"6878","Guatemala",2020-03-09,0,0,0,16604026,0,0,0,0,0,0
"6879","Guatemala",2020-03-10,0,0,0,16604026,0,0,0,0,0,0
"6880","Guatemala",2020-03-11,0,0,0,16604026,0,0,0,1,0,0
"6881","Guatemala",2020-03-12,0,0,0,16604026,0,0,0,1,0,0
"6882","Guatemala",2020-03-13,0,0,0,16604026,1,0,0,1,0,1
"6883","Guernsey",2020-01-22,0,0,0,62365,NA,NA,NA,NA,NA,NA
"6884","Guernsey",2020-01-23,0,0,0,62365,NA,NA,NA,NA,NA,NA
"6885","Guernsey",2020-01-24,0,0,0,62365,NA,NA,NA,NA,NA,NA
"6886","Guernsey",2020-01-25,0,0,0,62365,0,0,0,0,0,0
"6887","Guernsey",2020-01-26,0,0,0,62365,0,0,0,0,0,0
"6888","Guernsey",2020-01-27,0,0,0,62365,0,0,0,0,0,0
"6889","Guernsey",2020-01-28,0,0,0,62365,0,0,0,0,0,0
"6890","Guernsey",2020-01-29,0,0,0,62365,0,0,0,0,0,0
"6891","Guernsey",2020-01-30,0,0,0,62365,0,0,0,0,0,0
"6892","Guernsey",2020-01-31,0,0,0,62365,0,0,0,0,0,0
"6893","Guernsey",2020-02-01,0,0,0,62365,0,0,0,0,0,0
"6894","Guernsey",2020-02-02,0,0,0,62365,0,0,0,0,0,0
"6895","Guernsey",2020-02-03,0,0,0,62365,0,0,0,0,0,0
"6896","Guernsey",2020-02-04,0,0,0,62365,0,0,0,0,0,0
"6897","Guernsey",2020-02-05,0,0,0,62365,0,0,0,0,0,0
"6898","Guernsey",2020-02-06,0,0,0,62365,0,0,0,0,0,0
"6899","Guernsey",2020-02-07,0,0,0,62365,0,0,0,0,0,0
"6900","Guernsey",2020-02-08,0,0,0,62365,0,0,0,0,0,0
"6901","Guernsey",2020-02-09,0,0,0,62365,0,0,0,0,0,0
"6902","Guernsey",2020-02-10,0,0,0,62365,0,0,0,0,0,0
"6903","Guernsey",2020-02-11,0,0,0,62365,0,0,0,0,0,0
"6904","Guernsey",2020-02-12,0,0,0,62365,0,0,0,0,0,0
"6905","Guernsey",2020-02-13,0,0,0,62365,0,0,0,0,0,0
"6906","Guernsey",2020-02-14,0,0,0,62365,0,0,0,0,0,0
"6907","Guernsey",2020-02-15,0,0,0,62365,0,0,0,0,0,0
"6908","Guernsey",2020-02-16,0,0,0,62365,0,0,0,0,0,0
"6909","Guernsey",2020-02-17,0,0,0,62365,0,0,0,0,0,0
"6910","Guernsey",2020-02-18,0,0,0,62365,0,0,0,0,0,0
"6911","Guernsey",2020-02-19,0,0,0,62365,0,0,0,0,0,0
"6912","Guernsey",2020-02-20,0,0,0,62365,0,0,0,0,0,0
"6913","Guernsey",2020-02-21,0,0,0,62365,0,0,0,0,0,0
"6914","Guernsey",2020-02-22,0,0,0,62365,0,0,0,0,0,0
"6915","Guernsey",2020-02-23,0,0,0,62365,0,0,0,0,0,0
"6916","Guernsey",2020-02-24,0,0,0,62365,0,0,0,0,0,0
"6917","Guernsey",2020-02-25,0,0,0,62365,0,0,0,0,0,0
"6918","Guernsey",2020-02-26,0,0,0,62365,0,0,0,0,0,0
"6919","Guernsey",2020-02-27,0,0,0,62365,0,0,0,0,0,0
"6920","Guernsey",2020-02-28,0,0,0,62365,0,0,0,0,0,0
"6921","Guernsey",2020-02-29,0,0,0,62365,0,0,0,0,0,0
"6922","Guernsey",2020-03-01,0,0,0,62365,0,0,0,0,0,0
"6923","Guernsey",2020-03-02,0,0,0,62365,0,0,0,0,0,0
"6924","Guernsey",2020-03-03,0,0,0,62365,0,0,0,0,0,0
"6925","Guernsey",2020-03-04,0,0,0,62365,0,0,0,0,0,0
"6926","Guernsey",2020-03-05,0,0,0,62365,0,0,0,0,0,0
"6927","Guernsey",2020-03-06,0,0,0,62365,0,0,0,0,0,0
"6928","Guernsey",2020-03-07,0,0,0,62365,0,0,0,0,0,0
"6929","Guernsey",2020-03-08,0,0,0,62365,0,0,0,0,0,0
"6930","Guernsey",2020-03-09,0,0,0,62365,0,0,0,0,0,0
"6931","Guernsey",2020-03-10,0,0,0,62365,0,0,0,0,0,0
"6932","Guernsey",2020-03-11,0,0,0,62365,0,0,0,0,0,0
"6933","Guernsey",2020-03-12,0,0,0,62365,0,0,0,0,0,0
"6934","Guernsey",2020-03-13,0,0,0,62365,0,0,0,0,0,0
"6935","Guernsey",2020-03-14,0,0,0,62365,0,0,0,0,0,0
"6936","Guernsey",2020-03-15,0,0,0,62365,0,0,0,0,0,0
"6937","Guernsey",2020-03-16,0,0,0,62365,0,0,0,0,0,0
"6938","Guernsey",2020-03-17,0,0,0,62365,0,0,0,0,0,0
"6939","Guernsey",2020-03-18,0,0,0,62365,0,0,0,0,0,0
"6940","Guernsey",2020-03-19,0,0,0,62365,0,0,0,0,0,0
"6941","Guernsey",2020-03-20,0,0,0,62365,0,0,0,0,0,0
"6942","Guernsey",2020-03-21,0,0,0,62365,NA,NA,NA,NA,NA,NA
"6943","Guernsey",2020-03-22,0,0,0,62365,NA,NA,NA,NA,NA,NA
"6944","Guernsey",2020-03-23,0,0,0,62365,NA,NA,NA,NA,NA,NA
"6945","Guinea",2020-01-22,0,0,0,12877539,NA,NA,NA,NA,NA,NA
"6946","Guinea",2020-01-23,0,0,0,12877539,NA,NA,NA,NA,NA,NA
"6947","Guinea",2020-01-24,0,0,0,12877539,NA,NA,NA,NA,NA,NA
"6948","Guinea",2020-01-25,0,0,0,12877539,0,0,0,0,0,0
"6949","Guinea",2020-01-26,0,0,0,12877539,0,0,0,0,0,0
"6950","Guinea",2020-01-27,0,0,0,12877539,0,0,0,0,0,0
"6951","Guinea",2020-01-28,0,0,0,12877539,0,0,0,0,0,0
"6952","Guinea",2020-01-29,0,0,0,12877539,0,0,0,0,0,0
"6953","Guinea",2020-01-30,0,0,0,12877539,0,0,0,0,0,0
"6954","Guinea",2020-01-31,0,0,0,12877539,0,0,0,0,0,0
"6955","Guinea",2020-02-01,0,0,0,12877539,0,0,0,0,0,0
"6956","Guinea",2020-02-02,0,0,0,12877539,0,0,0,0,0,0
"6957","Guinea",2020-02-03,0,0,0,12877539,0,0,0,0,0,0
"6958","Guinea",2020-02-04,0,0,0,12877539,0,0,0,0,0,0
"6959","Guinea",2020-02-05,0,0,0,12877539,0,0,0,0,0,0
"6960","Guinea",2020-02-06,0,0,0,12877539,0,0,0,0,0,0
"6961","Guinea",2020-02-07,0,0,0,12877539,0,0,0,0,0,0
"6962","Guinea",2020-02-08,0,0,0,12877539,0,0,0,0,0,0
"6963","Guinea",2020-02-09,0,0,0,12877539,0,0,0,0,0,0
"6964","Guinea",2020-02-10,0,0,0,12877539,0,0,0,0,0,0
"6965","Guinea",2020-02-11,0,0,0,12877539,0,0,0,0,0,0
"6966","Guinea",2020-02-12,0,0,0,12877539,0,0,0,0,0,0
"6967","Guinea",2020-02-13,0,0,0,12877539,0,0,0,0,0,0
"6968","Guinea",2020-02-14,0,0,0,12877539,0,0,0,0,0,0
"6969","Guinea",2020-02-15,0,0,0,12877539,0,0,0,0,0,0
"6970","Guinea",2020-02-16,0,0,0,12877539,0,0,0,0,0,0
"6971","Guinea",2020-02-17,0,0,0,12877539,0,0,0,0,0,0
"6972","Guinea",2020-02-18,0,0,0,12877539,0,0,0,0,0,0
"6973","Guinea",2020-02-19,0,0,0,12877539,0,0,0,0,0,0
"6974","Guinea",2020-02-20,0,0,0,12877539,0,0,0,0,0,0
"6975","Guinea",2020-02-21,0,0,0,12877539,0,0,0,0,0,0
"6976","Guinea",2020-02-22,0,0,0,12877539,0,0,0,0,0,0
"6977","Guinea",2020-02-23,0,0,0,12877539,0,0,0,0,0,0
"6978","Guinea",2020-02-24,0,0,0,12877539,0,0,0,0,0,0
"6979","Guinea",2020-02-25,0,0,0,12877539,0,0,0,0,0,0
"6980","Guinea",2020-02-26,0,0,0,12877539,0,0,0,0,0,0
"6981","Guinea",2020-02-27,0,0,0,12877539,0,0,0,0,0,0
"6982","Guinea",2020-02-28,0,0,0,12877539,0,0,0,0,0,0
"6983","Guinea",2020-02-29,0,0,0,12877539,0,0,0,0,0,0
"6984","Guinea",2020-03-01,0,0,0,12877539,0,0,0,0,0,0
"6985","Guinea",2020-03-02,0,0,0,12877539,0,0,0,0,0,0
"6986","Guinea",2020-03-03,0,0,0,12877539,0,0,0,0,0,0
"6987","Guinea",2020-03-04,0,0,0,12877539,0,0,0,0,0,0
"6988","Guinea",2020-03-05,0,0,0,12877539,0,0,0,0,0,0
"6989","Guinea",2020-03-06,0,0,0,12877539,0,0,0,0,0,0
"6990","Guinea",2020-03-07,0,0,0,12877539,0,0,0,0,0,0
"6991","Guinea",2020-03-08,0,0,0,12877539,0,0,0,0,0,0
"6992","Guinea",2020-03-09,0,0,0,12877539,0,0,0,0,0,0
"6993","Guinea",2020-03-10,0,0,0,12877539,0,0,0,1,0,0
"6994","Guinea",2020-03-11,0,0,0,12877539,0,0,0,1,0,0
"6995","Guinea",2020-03-12,0,0,0,12877539,0,0,0,1,0,0
"6996","Guyana",2020-01-22,0,0,0,798753,NA,NA,NA,NA,NA,NA
"6997","Guyana",2020-01-23,0,0,0,798753,NA,NA,NA,NA,NA,NA
"6998","Guyana",2020-01-24,0,0,0,798753,NA,NA,NA,NA,NA,NA
"6999","Guyana",2020-01-25,0,0,0,798753,0,0,0,0,0,0
"7000","Guyana",2020-01-26,0,0,0,798753,0,0,0,0,0,0
"7001","Guyana",2020-01-27,0,0,0,798753,0,0,0,0,0,0
"7002","Guyana",2020-01-28,0,0,0,798753,0,0,0,0,0,0
"7003","Guyana",2020-01-29,0,0,0,798753,0,0,0,0,0,0
"7004","Guyana",2020-01-30,0,0,0,798753,0,0,0,0,0,0
"7005","Guyana",2020-01-31,0,0,0,798753,0,0,0,0,0,0
"7006","Guyana",2020-02-01,0,0,0,798753,0,0,0,0,0,0
"7007","Guyana",2020-02-02,0,0,0,798753,0,0,0,0,0,0
"7008","Guyana",2020-02-03,0,0,0,798753,0,0,0,0,0,0
"7009","Guyana",2020-02-04,0,0,0,798753,0,0,0,0,0,0
"7010","Guyana",2020-02-05,0,0,0,798753,0,0,0,0,0,0
"7011","Guyana",2020-02-06,0,0,0,798753,0,0,0,0,0,0
"7012","Guyana",2020-02-07,0,0,0,798753,0,0,0,0,0,0
"7013","Guyana",2020-02-08,0,0,0,798753,0,0,0,0,0,0
"7014","Guyana",2020-02-09,0,0,0,798753,0,0,0,0,0,0
"7015","Guyana",2020-02-10,0,0,0,798753,0,0,0,0,0,0
"7016","Guyana",2020-02-11,0,0,0,798753,0,0,0,0,0,0
"7017","Guyana",2020-02-12,0,0,0,798753,0,0,0,0,0,0
"7018","Guyana",2020-02-13,0,0,0,798753,0,0,0,0,0,0
"7019","Guyana",2020-02-14,0,0,0,798753,0,0,0,0,0,0
"7020","Guyana",2020-02-15,0,0,0,798753,0,0,0,0,0,0
"7021","Guyana",2020-02-16,0,0,0,798753,0,0,0,0,0,0
"7022","Guyana",2020-02-17,0,0,0,798753,0,0,0,0,0,0
"7023","Guyana",2020-02-18,0,0,0,798753,0,0,0,0,0,0
"7024","Guyana",2020-02-19,0,0,0,798753,0,0,0,0,0,0
"7025","Guyana",2020-02-20,0,0,0,798753,0,0,0,0,0,0
"7026","Guyana",2020-02-21,0,0,0,798753,0,0,0,0,0,0
"7027","Guyana",2020-02-22,0,0,0,798753,0,0,0,0,0,0
"7028","Guyana",2020-02-23,0,0,0,798753,0,0,0,0,0,0
"7029","Guyana",2020-02-24,0,0,0,798753,0,0,0,0,0,0
"7030","Guyana",2020-02-25,0,0,0,798753,0,0,0,0,0,0
"7031","Guyana",2020-02-26,0,0,0,798753,0,0,0,0,0,0
"7032","Guyana",2020-02-27,0,0,0,798753,0,0,0,0,0,0
"7033","Guyana",2020-02-28,0,0,0,798753,0,0,0,0,0,0
"7034","Guyana",2020-02-29,0,0,0,798753,0,0,0,0,0,0
"7035","Guyana",2020-03-01,0,0,0,798753,0,0,0,0,0,0
"7036","Guyana",2020-03-02,0,0,0,798753,0,0,0,0,0,0
"7037","Guyana",2020-03-03,0,0,0,798753,0,0,0,0,0,0
"7038","Guyana",2020-03-04,0,0,0,798753,0,0,0,0,0,0
"7039","Guyana",2020-03-05,0,0,0,798753,0,0,0,0,0,0
"7040","Guyana",2020-03-06,0,0,0,798753,0,0,0,0,0,0
"7041","Guyana",2020-03-07,0,0,0,798753,0,0,0,0,0,0
"7042","Guyana",2020-03-08,0,0,0,798753,0,0,0,0,0,0
"7043","Guyana",2020-03-09,0,0,0,798753,0,0,0,1,0,1
"7044","Guyana",2020-03-10,0,0,0,798753,0,0,0,1,0,1
"7045","Guyana",2020-03-11,0,0,0,798753,0,0,0,1,0,1
"7046","Haiti",2020-01-22,0,0,0,11160438,NA,NA,NA,NA,NA,NA
"7047","Haiti",2020-01-23,0,0,0,11160438,NA,NA,NA,NA,NA,NA
"7048","Haiti",2020-01-24,0,0,0,11160438,NA,NA,NA,NA,NA,NA
"7049","Haiti",2020-01-25,0,0,0,11160438,0,0,0,0,0,0
"7050","Haiti",2020-01-26,0,0,0,11160438,0,0,0,0,0,0
"7051","Haiti",2020-01-27,0,0,0,11160438,0,0,0,0,0,0
"7052","Haiti",2020-01-28,0,0,0,11160438,0,0,0,0,0,0
"7053","Haiti",2020-01-29,0,0,0,11160438,0,0,0,0,0,0
"7054","Haiti",2020-01-30,0,0,0,11160438,0,0,0,0,0,0
"7055","Haiti",2020-01-31,0,0,0,11160438,0,0,0,0,0,0
"7056","Haiti",2020-02-01,0,0,0,11160438,0,0,0,0,0,0
"7057","Haiti",2020-02-02,0,0,0,11160438,0,0,0,0,0,0
"7058","Haiti",2020-02-03,0,0,0,11160438,0,0,0,0,0,0
"7059","Haiti",2020-02-04,0,0,0,11160438,0,0,0,0,0,0
"7060","Haiti",2020-02-05,0,0,0,11160438,0,0,0,0,0,0
"7061","Haiti",2020-02-06,0,0,0,11160438,0,0,0,0,0,0
"7062","Haiti",2020-02-07,0,0,0,11160438,0,0,0,0,0,0
"7063","Haiti",2020-02-08,0,0,0,11160438,0,0,0,0,0,0
"7064","Haiti",2020-02-09,0,0,0,11160438,0,0,0,0,0,0
"7065","Haiti",2020-02-10,0,0,0,11160438,0,0,0,0,0,0
"7066","Haiti",2020-02-11,0,0,0,11160438,0,0,0,0,0,0
"7067","Haiti",2020-02-12,0,0,0,11160438,0,0,0,0,0,0
"7068","Haiti",2020-02-13,0,0,0,11160438,0,0,0,0,0,0
"7069","Haiti",2020-02-14,0,0,0,11160438,0,0,0,0,0,0
"7070","Haiti",2020-02-15,0,0,0,11160438,0,0,0,0,0,0
"7071","Haiti",2020-02-16,0,0,0,11160438,0,0,0,0,0,0
"7072","Haiti",2020-02-17,0,0,0,11160438,0,0,0,0,0,0
"7073","Haiti",2020-02-18,0,0,0,11160438,0,0,0,0,0,0
"7074","Haiti",2020-02-19,0,0,0,11160438,0,0,0,0,0,0
"7075","Haiti",2020-02-20,0,0,0,11160438,0,0,0,0,0,0
"7076","Haiti",2020-02-21,0,0,0,11160438,0,0,0,0,0,0
"7077","Haiti",2020-02-22,0,0,0,11160438,0,0,0,0,0,0
"7078","Haiti",2020-02-23,0,0,0,11160438,0,0,0,0,0,0
"7079","Haiti",2020-02-24,0,0,0,11160438,0,0,0,0,0,0
"7080","Haiti",2020-02-25,0,0,0,11160438,0,0,0,0,0,0
"7081","Haiti",2020-02-26,0,0,0,11160438,0,0,0,0,0,0
"7082","Haiti",2020-02-27,0,0,0,11160438,0,0,0,0,0,0
"7083","Haiti",2020-02-28,0,0,0,11160438,0,0,0,0,0,0
"7084","Haiti",2020-02-29,0,0,0,11160438,0,0,0,0,0,0
"7085","Haiti",2020-03-01,0,0,0,11160438,0,0,0,0,0,0
"7086","Haiti",2020-03-02,0,0,0,11160438,0,0,0,0,0,0
"7087","Haiti",2020-03-03,0,0,0,11160438,0,0,0,0,0,0
"7088","Haiti",2020-03-04,0,0,0,11160438,0,0,0,0,0,0
"7089","Haiti",2020-03-05,0,0,0,11160438,0,0,0,0,0,0
"7090","Haiti",2020-03-06,0,0,0,11160438,0,0,0,0,0,0
"7091","Haiti",2020-03-07,0,0,0,11160438,0,0,0,0,0,0
"7092","Haiti",2020-03-08,0,0,0,11160438,0,0,0,0,0,0
"7093","Haiti",2020-03-09,0,0,0,11160438,0,0,0,0,0,0
"7094","Haiti",2020-03-10,0,0,0,11160438,0,0,0,0,0,0
"7095","Haiti",2020-03-11,0,0,0,11160438,0,0,0,0,0,0
"7096","Haiti",2020-03-12,0,0,0,11160438,0,0,0,0,0,0
"7097","Haiti",2020-03-13,0,0,0,11160438,0,0,0,0,0,0
"7098","Haiti",2020-03-14,0,0,0,11160438,0,0,0,0,0,0
"7099","Haiti",2020-03-15,0,0,0,11160438,0,0,0,0,0,0
"7100","Haiti",2020-03-16,0,0,0,11160438,0,0,0,0,0,0
"7101","Haiti",2020-03-17,0,0,0,11160438,0,0,0,1,0,0
"7102","Haiti",2020-03-18,0,0,0,11160438,1,0,0,1,0,0
"7103","Haiti",2020-03-19,0,0,0,11160438,1,0,0,1,0,0
"7104","Holy See",2020-01-22,0,0,0,604,NA,NA,NA,NA,NA,NA
"7105","Holy See",2020-01-23,0,0,0,604,NA,NA,NA,NA,NA,NA
"7106","Holy See",2020-01-24,0,0,0,604,NA,NA,NA,NA,NA,NA
"7107","Holy See",2020-01-25,0,0,0,604,0,0,0,0,0,0
"7108","Holy See",2020-01-26,0,0,0,604,0,0,0,0,0,0
"7109","Holy See",2020-01-27,0,0,0,604,0,0,0,0,0,0
"7110","Holy See",2020-01-28,0,0,0,604,0,0,0,0,0,0
"7111","Holy See",2020-01-29,0,0,0,604,0,0,0,0,0,0
"7112","Holy See",2020-01-30,0,0,0,604,0,0,0,0,0,0
"7113","Holy See",2020-01-31,0,0,0,604,0,0,0,0,0,0
"7114","Holy See",2020-02-01,0,0,0,604,0,0,0,0,0,0
"7115","Holy See",2020-02-02,0,0,0,604,0,0,0,0,0,0
"7116","Holy See",2020-02-03,0,0,0,604,0,0,0,0,0,0
"7117","Holy See",2020-02-04,0,0,0,604,0,0,0,0,0,0
"7118","Holy See",2020-02-05,0,0,0,604,0,0,0,0,0,0
"7119","Holy See",2020-02-06,0,0,0,604,0,0,0,0,0,0
"7120","Holy See",2020-02-07,0,0,0,604,0,0,0,0,0,0
"7121","Holy See",2020-02-08,0,0,0,604,0,0,0,0,0,0
"7122","Holy See",2020-02-09,0,0,0,604,0,0,0,0,0,0
"7123","Holy See",2020-02-10,0,0,0,604,0,0,0,0,0,0
"7124","Holy See",2020-02-11,0,0,0,604,0,0,0,0,0,0
"7125","Holy See",2020-02-12,0,0,0,604,0,0,0,0,0,0
"7126","Holy See",2020-02-13,0,0,0,604,0,0,0,0,0,0
"7127","Holy See",2020-02-14,0,0,0,604,0,0,0,0,0,0
"7128","Holy See",2020-02-15,0,0,0,604,0,0,0,0,0,0
"7129","Holy See",2020-02-16,0,0,0,604,0,0,0,0,0,0
"7130","Holy See",2020-02-17,0,0,0,604,0,0,0,0,0,0
"7131","Holy See",2020-02-18,0,0,0,604,0,0,0,0,0,0
"7132","Holy See",2020-02-19,0,0,0,604,0,0,0,0,0,0
"7133","Holy See",2020-02-20,0,0,0,604,0,0,0,0,0,0
"7134","Holy See",2020-02-21,0,0,0,604,0,0,0,0,0,0
"7135","Holy See",2020-02-22,0,0,0,604,0,0,0,0,0,0
"7136","Holy See",2020-02-23,0,0,0,604,0,0,0,0,0,0
"7137","Holy See",2020-02-24,0,0,0,604,0,0,0,0,0,0
"7138","Holy See",2020-02-25,0,0,0,604,0,0,0,0,0,0
"7139","Holy See",2020-02-26,0,0,0,604,0,0,0,0,0,0
"7140","Holy See",2020-02-27,0,0,0,604,0,0,0,0,0,0
"7141","Holy See",2020-02-28,0,0,0,604,0,0,0,0,0,0
"7142","Holy See",2020-02-29,0,0,0,604,0,0,0,0,0,0
"7143","Holy See",2020-03-01,0,0,0,604,0,0,0,0,0,0
"7144","Holy See",2020-03-02,0,0,0,604,0,0,0,0,0,0
"7145","Holy See",2020-03-03,0,0,0,604,0,0,0,3,0,0
"7146","Holy See",2020-03-04,0,0,0,604,0,0,0,5,0,0
"7147","Holy See",2020-03-05,0,0,0,604,0,0,0,8,0,0
"7148","Honduras",2020-01-22,0,0,0,9958829,NA,NA,NA,NA,NA,NA
"7149","Honduras",2020-01-23,0,0,0,9958829,NA,NA,NA,NA,NA,NA
"7150","Honduras",2020-01-24,0,0,0,9958829,NA,NA,NA,NA,NA,NA
"7151","Honduras",2020-01-25,0,0,0,9958829,0,0,0,0,0,0
"7152","Honduras",2020-01-26,0,0,0,9958829,0,0,0,0,0,0
"7153","Honduras",2020-01-27,0,0,0,9958829,0,0,0,0,0,0
"7154","Honduras",2020-01-28,0,0,0,9958829,0,0,0,0,0,0
"7155","Honduras",2020-01-29,0,0,0,9958829,0,0,0,0,0,0
"7156","Honduras",2020-01-30,0,0,0,9958829,0,0,0,0,0,0
"7157","Honduras",2020-01-31,0,0,0,9958829,0,0,0,0,0,0
"7158","Honduras",2020-02-01,0,0,0,9958829,0,0,0,0,0,0
"7159","Honduras",2020-02-02,0,0,0,9958829,0,0,0,0,0,0
"7160","Honduras",2020-02-03,0,0,0,9958829,0,0,0,0,0,0
"7161","Honduras",2020-02-04,0,0,0,9958829,0,0,0,0,0,0
"7162","Honduras",2020-02-05,0,0,0,9958829,0,0,0,0,0,0
"7163","Honduras",2020-02-06,0,0,0,9958829,0,0,0,0,0,0
"7164","Honduras",2020-02-07,0,0,0,9958829,0,0,0,0,0,0
"7165","Honduras",2020-02-08,0,0,0,9958829,0,0,0,0,0,0
"7166","Honduras",2020-02-09,0,0,0,9958829,0,0,0,0,0,0
"7167","Honduras",2020-02-10,0,0,0,9958829,0,0,0,0,0,0
"7168","Honduras",2020-02-11,0,0,0,9958829,0,0,0,0,0,0
"7169","Honduras",2020-02-12,0,0,0,9958829,0,0,0,0,0,0
"7170","Honduras",2020-02-13,0,0,0,9958829,0,0,0,0,0,0
"7171","Honduras",2020-02-14,0,0,0,9958829,0,0,0,0,0,0
"7172","Honduras",2020-02-15,0,0,0,9958829,0,0,0,0,0,0
"7173","Honduras",2020-02-16,0,0,0,9958829,0,0,0,0,0,0
"7174","Honduras",2020-02-17,0,0,0,9958829,0,0,0,0,0,0
"7175","Honduras",2020-02-18,0,0,0,9958829,0,0,0,0,0,0
"7176","Honduras",2020-02-19,0,0,0,9958829,0,0,0,0,0,0
"7177","Honduras",2020-02-20,0,0,0,9958829,0,0,0,0,0,0
"7178","Honduras",2020-02-21,0,0,0,9958829,0,0,0,0,0,0
"7179","Honduras",2020-02-22,0,0,0,9958829,0,0,0,0,0,0
"7180","Honduras",2020-02-23,0,0,0,9958829,0,0,0,0,0,0
"7181","Honduras",2020-02-24,0,0,0,9958829,0,0,0,0,0,0
"7182","Honduras",2020-02-25,0,0,0,9958829,0,0,0,0,0,0
"7183","Honduras",2020-02-26,0,0,0,9958829,0,0,0,0,0,0
"7184","Honduras",2020-02-27,0,0,0,9958829,0,0,0,0,0,0
"7185","Honduras",2020-02-28,0,0,0,9958829,0,0,0,0,0,0
"7186","Honduras",2020-02-29,0,0,0,9958829,0,0,0,0,0,0
"7187","Honduras",2020-03-01,0,0,0,9958829,0,0,0,0,0,0
"7188","Honduras",2020-03-02,0,0,0,9958829,0,0,0,0,0,0
"7189","Honduras",2020-03-03,0,0,0,9958829,0,0,0,0,0,0
"7190","Honduras",2020-03-04,0,0,0,9958829,0,0,0,0,0,0
"7191","Honduras",2020-03-05,0,0,0,9958829,0,0,0,0,0,0
"7192","Honduras",2020-03-06,0,0,0,9958829,0,0,0,0,0,0
"7193","Honduras",2020-03-07,0,0,0,9958829,0,0,0,0,0,0
"7194","Honduras",2020-03-08,0,0,0,9958829,0,0,0,1,0,0
"7195","Honduras",2020-03-09,0,0,0,9958829,1,0,0,1,0,0
"7196","Honduras",2020-03-10,0,0,0,9958829,1,0,0,1,0,0
"7197","Hungary",2020-01-22,0,0,0,9771141,NA,NA,NA,NA,NA,NA
"7198","Hungary",2020-01-23,0,0,0,9771141,NA,NA,NA,NA,NA,NA
"7199","Hungary",2020-01-24,0,0,0,9771141,NA,NA,NA,NA,NA,NA
"7200","Hungary",2020-01-25,0,0,0,9771141,0,0,0,0,0,0
"7201","Hungary",2020-01-26,0,0,0,9771141,0,0,0,0,0,0
"7202","Hungary",2020-01-27,0,0,0,9771141,0,0,0,0,0,0
"7203","Hungary",2020-01-28,0,0,0,9771141,0,0,0,0,0,0
"7204","Hungary",2020-01-29,0,0,0,9771141,0,0,0,0,0,0
"7205","Hungary",2020-01-30,0,0,0,9771141,0,0,0,0,0,0
"7206","Hungary",2020-01-31,0,0,0,9771141,0,0,0,0,0,0
"7207","Hungary",2020-02-01,0,0,0,9771141,0,0,0,0,0,0
"7208","Hungary",2020-02-02,0,0,0,9771141,0,0,0,0,0,0
"7209","Hungary",2020-02-03,0,0,0,9771141,0,0,0,0,0,0
"7210","Hungary",2020-02-04,0,0,0,9771141,0,0,0,0,0,0
