"","country","date","confirmed","recovered","deaths","population","conf_7Days_moving_avg","rec_7Days_moving_avg","deaths_7Days_moving_avg","conf_x10,000pop_rate","rec_x10,000pop_rate","deaths_x10,000pop_rate"
"3212","Bhutan",2020-03-14,1,0,0,767459,1,0,0,1,0,0
"3213","Bhutan",2020-03-15,1,0,0,767459,1,0,0,1,0,0
"3214","Bhutan",2020-03-16,1,0,0,767459,1,0,0,1,0,0
"3215","Bhutan",2020-03-17,1,0,0,767459,1,0,0,1,0,0
"3216","Bhutan",2020-03-18,1,0,0,767459,1,0,0,1,0,0
"3217","Bhutan",2020-03-19,1,0,0,767459,1,0,0,1,0,0
"3218","Brazil",2020-02-26,1,0,0,211782878,1,0,0,1,0,0
"3219","Brazil",2020-02-27,1,0,0,211782878,1,0,0,1,0,0
"3220","Brazil",2020-02-28,1,0,0,211782878,1,0,0,1,0,0
"3221","Brunei",2020-03-09,1,0,0,438048,3,0,0,1,0,0
"3222","Brunei",2020-03-10,1,0,0,438048,9,0,0,1,0,0
"3223","Burkina Faso",2020-03-10,1,0,0,20951639,1,0,0,1,0,0
"3224","Cabo Verde",2020-03-20,1,0,0,577030,1,0,0,1,0,0
"3225","Cambodia",2020-01-27,1,0,0,16207746,1,0,0,1,0,0
"3226","Cambodia",2020-01-28,1,0,0,16207746,1,0,0,1,0,0
"3227","Cambodia",2020-01-29,1,0,0,16207746,1,0,0,1,0,0
"3228","Cambodia",2020-01-30,1,0,0,16207746,1,0,0,1,0,0
"3229","Cambodia",2020-01-31,1,0,0,16207746,1,0,0,1,0,0
"3230","Cambodia",2020-02-01,1,0,0,16207746,1,0,0,1,0,0
"3231","Cambodia",2020-02-02,1,0,0,16207746,1,0,0,1,0,0
"3232","Cambodia",2020-02-03,1,0,0,16207746,1,0,0,1,0,0
"3233","Cambodia",2020-02-04,1,0,0,16207746,1,0,0,1,0,0
"3234","Cambodia",2020-02-05,1,0,0,16207746,1,0,0,1,0,0
"3235","Cambodia",2020-02-06,1,0,0,16207746,1,0,0,1,0,0
"3236","Cambodia",2020-02-07,1,0,0,16207746,1,0,0,1,0,0
"3237","Cambodia",2020-02-08,1,0,0,16207746,1,0,0,1,0,0
"3238","Cambodia",2020-02-09,1,0,0,16207746,1,0,0,1,1,0
"3239","Cambodia",2020-02-10,1,0,0,16207746,1,0,0,1,1,0
"3240","Cambodia",2020-02-11,1,0,0,16207746,1,0,0,1,1,0
"3241","Cambodia",2020-02-12,1,1,0,16207746,1,1,0,1,1,0
"3242","Cambodia",2020-02-13,1,1,0,16207746,1,1,0,1,1,0
"3243","Cambodia",2020-02-14,1,1,0,16207746,1,1,0,1,1,0
"3244","Cambodia",2020-02-15,1,1,0,16207746,1,1,0,1,1,0
"3245","Cambodia",2020-02-16,1,1,0,16207746,1,1,0,1,1,0
"3246","Cambodia",2020-02-17,1,1,0,16207746,1,1,0,1,1,0
"3247","Cambodia",2020-02-18,1,1,0,16207746,1,1,0,1,1,0
"3248","Cambodia",2020-02-19,1,1,0,16207746,1,1,0,1,1,0
"3249","Cambodia",2020-02-20,1,1,0,16207746,1,1,0,1,1,0
"3250","Cambodia",2020-02-21,1,1,0,16207746,1,1,0,1,1,0
"3251","Cambodia",2020-02-22,1,1,0,16207746,1,1,0,1,1,0
"3252","Cambodia",2020-02-23,1,1,0,16207746,1,1,0,1,1,0
"3253","Cambodia",2020-02-24,1,1,0,16207746,1,1,0,1,1,0
"3254","Cambodia",2020-02-25,1,1,0,16207746,1,1,0,1,1,0
"3255","Cambodia",2020-02-26,1,1,0,16207746,1,1,0,1,1,0
"3256","Cambodia",2020-02-27,1,1,0,16207746,1,1,0,1,1,0
"3257","Cambodia",2020-02-28,1,1,0,16207746,1,1,0,1,1,0
"3258","Cambodia",2020-02-29,1,1,0,16207746,1,1,0,1,1,0
"3259","Cambodia",2020-03-01,1,1,0,16207746,1,1,0,1,1,0
"3260","Cambodia",2020-03-02,1,1,0,16207746,1,1,0,1,1,0
"3261","Cambodia",2020-03-03,1,1,0,16207746,1,1,0,1,1,0
"3262","Cambodia",2020-03-04,1,1,0,16207746,1,1,0,1,1,0
"3263","Cambodia",2020-03-05,1,1,0,16207746,1,1,0,1,1,0
"3264","Cambodia",2020-03-06,1,1,0,16207746,1,1,0,1,1,0
"3265","Cambodia",2020-03-07,1,1,0,16207746,1,1,0,1,1,0
"3266","Cameroon",2020-03-06,1,0,0,25782341,1,0,0,1,0,0
"3267","Cameroon",2020-03-07,1,0,0,25782341,1,0,0,1,0,0
"3268","Canada",2020-01-26,1,0,0,37618495,1,0,0,1,0,0
"3269","Canada",2020-01-27,1,0,0,37618495,1,0,0,1,0,0
"3270","Cape Verde",2020-03-21,1,0,0,577030,NA,NA,NA,NA,NA,NA
"3271","Cape Verde",2020-03-22,1,0,0,577030,NA,NA,NA,NA,NA,NA
"3272","Central African Republic",2020-03-15,1,0,0,5209324,1,0,0,1,0,0
"3273","Central African Republic",2020-03-16,1,0,0,5209324,1,0,0,1,0,0
"3274","Central African Republic",2020-03-17,1,0,0,5209324,1,0,0,1,0,0
"3275","Central African Republic",2020-03-18,1,0,0,5209324,2,0,0,1,0,0
"3276","Central African Republic",2020-03-19,1,0,0,5209324,2,0,0,1,0,0
"3277","Chad",2020-03-19,1,0,0,16126866,1,0,0,1,0,0
"3278","Chad",2020-03-20,1,0,0,16126866,1,0,0,1,0,0
"3279","Chad",2020-03-21,1,0,0,16126866,NA,NA,NA,NA,NA,NA
"3280","Chad",2020-03-22,1,0,0,16126866,NA,NA,NA,NA,NA,NA
"3281","Chad",2020-03-23,1,0,0,16126866,NA,NA,NA,NA,NA,NA
"3282","Chile",2020-03-03,1,0,0,19039485,1,0,0,1,0,0
"3283","Chile",2020-03-04,1,0,0,19039485,2,0,0,1,0,0
"3284","Colombia",2020-03-06,1,0,0,50187406,1,0,0,1,0,0
"3285","Colombia",2020-03-07,1,0,0,50187406,1,0,0,1,0,0
"3286","Colombia",2020-03-08,1,0,0,50187406,2,0,0,1,0,0
"3287","Colombia",2020-03-09,1,0,0,50187406,4,0,0,1,0,0
"3288","Congo Brazzaville",2020-03-15,1,0,0,5571557,1,0,0,1,0,0
"3289","Congo Brazzaville",2020-03-16,1,0,0,5571557,1,0,0,1,0,0
"3290","Congo Brazzaville",2020-03-17,1,0,0,5571557,1,0,0,1,0,0
"3291","Congo Brazzaville",2020-03-18,1,0,0,5571557,2,0,0,1,0,0
"3292","Congo Kinshasa",2020-03-11,1,0,0,89910000,1,0,0,1,0,0
"3293","Congo Kinshasa",2020-03-12,1,0,0,89910000,1,0,0,1,0,0
"3294","Costa Rica",2020-03-06,1,0,0,5084532,2,0,0,1,0,0
"3295","Costa Rica",2020-03-07,1,0,0,5084532,4,0,0,1,0,0
"3296","Cote dIvoire",2020-03-11,1,0,0,26147551,1,0,0,1,0,0
"3297","Cote dIvoire",2020-03-12,1,0,0,26147551,1,0,0,1,0,0
"3298","Cote dIvoire",2020-03-13,1,0,0,26147551,1,0,0,1,0,0
"3299","Cote dIvoire",2020-03-14,1,0,0,26147551,2,0,0,1,1,0
"3300","Cote dIvoire",2020-03-15,1,0,0,26147551,2,0,0,1,1,0
"3301","Cote dIvoire",2020-03-16,1,0,0,26147551,3,0,0,1,1,0
"3302","Croatia",2020-02-25,1,0,0,4065253,2,0,0,1,0,0
"3303","Denmark",2020-02-27,1,0,0,5814422,1,0,0,1,0,0
"3304","Denmark",2020-02-28,1,0,0,5814422,2,0,0,1,0,0
"3305","Djibouti",2020-03-18,1,0,0,1073994,1,0,0,1,0,0
"3306","Djibouti",2020-03-19,1,0,0,1073994,1,0,0,1,0,0
"3307","Djibouti",2020-03-20,1,0,0,1073994,1,0,0,1,0,0
"3308","Djibouti",2020-03-21,1,0,0,1073994,NA,NA,NA,NA,NA,NA
"3309","Djibouti",2020-03-22,1,0,0,1073994,NA,NA,NA,NA,NA,NA
"3310","Djibouti",2020-03-23,1,0,0,1073994,NA,NA,NA,NA,NA,NA
"3311","Dominica",2020-03-22,1,0,0,71428,NA,NA,NA,NA,NA,NA
"3312","Dominica",2020-03-23,1,0,0,71428,NA,NA,NA,NA,NA,NA
"3313","Dominican Republic",2020-03-01,1,0,0,10881882,1,0,0,1,0,0
"3314","Dominican Republic",2020-03-02,1,0,0,10881882,1,0,0,1,0,0
"3315","Dominican Republic",2020-03-03,1,0,0,10881882,1,0,0,1,0,0
"3316","Dominican Republic",2020-03-04,1,0,0,10881882,1,0,0,1,0,0
"3317","Dominican Republic",2020-03-05,1,0,0,10881882,2,0,0,1,0,0
"3318","East Timor",2020-03-21,1,0,0,1280438,NA,NA,NA,NA,NA,NA
"3319","East Timor",2020-03-22,1,0,0,1280438,NA,NA,NA,NA,NA,NA
"3320","Egypt",2020-02-14,1,0,0,105618671,1,0,0,1,0,0
"3321","Egypt",2020-02-15,1,0,0,105618671,1,0,0,1,0,0
"3322","Egypt",2020-02-16,1,0,0,105618671,1,0,0,1,0,0
"3323","Egypt",2020-02-17,1,0,0,105618671,1,0,0,1,0,0
"3324","Egypt",2020-02-18,1,0,0,105618671,1,0,0,1,0,0
"3325","Egypt",2020-02-19,1,0,0,105618671,1,0,0,1,0,0
"3326","Egypt",2020-02-20,1,0,0,105618671,1,0,0,1,0,0
"3327","Egypt",2020-02-21,1,0,0,105618671,1,0,0,1,0,0
"3328","Egypt",2020-02-22,1,0,0,105618671,1,0,0,1,0,0
"3329","Egypt",2020-02-23,1,0,0,105618671,1,0,0,1,0,0
"3330","Egypt",2020-02-24,1,0,0,105618671,1,0,0,1,0,0
"3331","Egypt",2020-02-25,1,0,0,105618671,1,0,0,1,1,0
"3332","Egypt",2020-02-26,1,0,0,105618671,1,0,0,1,1,0
"3333","Egypt",2020-02-27,1,0,0,105618671,1,0,0,1,1,0
"3334","Egypt",2020-02-28,1,1,0,105618671,1,1,0,1,1,0
"3335","Egypt",2020-02-29,1,1,0,105618671,1,1,0,1,1,0
"3336","El Salvador",2020-03-19,1,0,0,6280217,1,0,0,1,0,0
"3337","El Salvador",2020-03-20,1,0,0,6280217,2,0,0,1,0,0
"3338","Equatorial Guinea",2020-03-15,1,0,0,1553031,1,0,0,1,0,0
"3339","Equatorial Guinea",2020-03-16,1,0,0,1553031,2,0,0,1,0,0
"3340","Equatorial Guinea",2020-03-17,1,0,0,1553031,3,0,0,1,0,0
"3341","Eritrea",2020-03-21,1,0,0,3498818,NA,NA,NA,NA,NA,NA
"3342","Eritrea",2020-03-22,1,0,0,3498818,NA,NA,NA,NA,NA,NA
"3343","Eritrea",2020-03-23,1,0,0,3498818,NA,NA,NA,NA,NA,NA
"3344","Estonia",2020-02-27,1,0,0,1326898,1,0,0,1,0,0
"3345","Estonia",2020-02-28,1,0,0,1326898,1,0,0,1,0,0
"3346","Estonia",2020-02-29,1,0,0,1326898,1,0,0,1,0,0
"3347","Estonia",2020-03-01,1,0,0,1326898,1,0,0,1,0,0
"3348","Estonia",2020-03-02,1,0,0,1326898,2,0,0,1,0,0
"3349","Eswatini",2020-03-14,1,0,0,1169613,1,0,0,1,0,0
"3350","Eswatini",2020-03-15,1,0,0,1169613,1,0,0,1,0,0
"3351","Eswatini",2020-03-16,1,0,0,1169613,1,0,0,1,0,0
"3352","Eswatini",2020-03-17,1,0,0,1169613,1,0,0,1,0,0
"3353","Eswatini",2020-03-18,1,0,0,1169613,1,0,0,1,0,0
"3354","Eswatini",2020-03-19,1,0,0,1169613,1,0,0,1,0,0
"3355","Eswatini",2020-03-20,1,0,0,1169613,2,0,0,1,0,0
"3356","Eswatini",2020-03-21,1,0,0,1169613,NA,NA,NA,NA,NA,NA
"3357","Ethiopia",2020-03-13,1,0,0,114120594,1,0,0,1,0,0
"3358","Ethiopia",2020-03-14,1,0,0,114120594,2,0,0,1,0,0
"3359","Ethiopia",2020-03-15,1,0,0,114120594,3,0,0,1,0,0
"3360","Fiji",2020-03-19,1,0,0,918465,1,0,0,1,0,0
"3361","Fiji",2020-03-20,1,0,0,918465,1,0,0,1,0,0
"3362","Fiji",2020-03-21,1,0,0,918465,NA,NA,NA,NA,NA,NA
"3363","Finland",2020-01-29,1,0,0,5521606,1,0,0,1,0,0
"3364","Finland",2020-01-30,1,0,0,5521606,1,0,0,1,0,0
"3365","Finland",2020-01-31,1,0,0,5521606,1,0,0,1,0,0
"3366","Finland",2020-02-01,1,0,0,5521606,1,0,0,1,0,0
"3367","Finland",2020-02-02,1,0,0,5521606,1,0,0,1,0,0
"3368","Finland",2020-02-03,1,0,0,5521606,1,0,0,1,0,0
"3369","Finland",2020-02-04,1,0,0,5521606,1,0,0,1,0,0
"3370","Finland",2020-02-05,1,0,0,5521606,1,0,0,1,0,0
"3371","Finland",2020-02-06,1,0,0,5521606,1,0,0,1,0,0
"3372","Finland",2020-02-07,1,0,0,5521606,1,0,0,1,0,0
"3373","Finland",2020-02-08,1,0,0,5521606,1,0,0,1,0,0
"3374","Finland",2020-02-09,1,0,0,5521606,1,0,0,1,1,0
"3375","Finland",2020-02-10,1,0,0,5521606,1,0,0,1,1,0
"3376","Finland",2020-02-11,1,0,0,5521606,1,0,0,1,1,0
"3377","Finland",2020-02-12,1,1,0,5521606,1,1,0,1,1,0
"3378","Finland",2020-02-13,1,1,0,5521606,1,1,0,1,1,0
"3379","Finland",2020-02-14,1,1,0,5521606,1,1,0,1,1,0
"3380","Finland",2020-02-15,1,1,0,5521606,1,1,0,1,1,0
"3381","Finland",2020-02-16,1,1,0,5521606,1,1,0,1,1,0
"3382","Finland",2020-02-17,1,1,0,5521606,1,1,0,1,1,0
"3383","Finland",2020-02-18,1,1,0,5521606,1,1,0,1,1,0
"3384","Finland",2020-02-19,1,1,0,5521606,1,1,0,1,1,0
"3385","Finland",2020-02-20,1,1,0,5521606,1,1,0,1,1,0
"3386","Finland",2020-02-21,1,1,0,5521606,1,1,0,1,1,0
"3387","Finland",2020-02-22,1,1,0,5521606,1,1,0,1,1,0
"3388","Finland",2020-02-23,1,1,0,5521606,1,1,0,1,1,0
"3389","Finland",2020-02-24,1,1,0,5521606,1,1,0,1,1,0
"3390","Finland",2020-02-25,1,1,0,5521606,1,1,0,1,1,0
"3391","Gabon",2020-03-14,1,0,0,2242785,1,0,0,1,0,0
"3392","Gabon",2020-03-15,1,0,0,2242785,1,0,0,1,0,0
"3393","Gabon",2020-03-16,1,0,0,2242785,1,0,0,1,0,0
"3394","Gabon",2020-03-17,1,0,0,2242785,1,0,0,1,0,1
"3395","Gabon",2020-03-18,1,0,0,2242785,2,0,0,1,0,1
"3396","Gabon",2020-03-19,1,0,0,2242785,2,0,0,1,0,1
"3397","Gambia The",2020-03-17,1,0,0,2508883,1,0,0,1,0,0
"3398","Gambia The",2020-03-18,1,0,0,2508883,1,0,0,1,0,0
"3399","Gambia The",2020-03-19,1,0,0,2508883,1,0,0,1,0,0
"3400","Gambia The",2020-03-20,1,0,0,2508883,1,0,0,1,0,0
"3401","Gambia The",2020-03-21,1,0,0,2508883,NA,NA,NA,NA,NA,NA
"3402","Gambia The",2020-03-22,1,0,0,2508883,NA,NA,NA,NA,NA,NA
"3403","Gambia The",2020-03-23,1,0,0,2508883,NA,NA,NA,NA,NA,NA
"3404","Georgia",2020-02-26,1,0,0,3720161,1,0,0,1,0,0
"3405","Georgia",2020-02-27,1,0,0,3720161,1,0,0,1,0,0
"3406","Georgia",2020-02-28,1,0,0,3720161,1,0,0,1,0,0
"3407","Georgia",2020-02-29,1,0,0,3720161,2,0,0,1,0,0
"3408","Germany",2020-01-27,1,0,0,83092962,2,0,0,1,0,0
"3409","Greece",2020-02-26,1,0,0,10721582,2,0,0,1,0,0
"3410","Grenada",2020-03-22,1,0,0,122724,NA,NA,NA,NA,NA,NA
"3411","Grenada",2020-03-23,1,0,0,122724,NA,NA,NA,NA,NA,NA
"3412","Guatemala",2020-03-14,1,0,0,16604026,1,0,0,1,0,1
"3413","Guatemala",2020-03-15,1,0,0,16604026,2,0,0,1,0,1
"3414","Guinea",2020-03-13,1,0,0,12877539,1,0,0,1,0,0
"3415","Guinea",2020-03-14,1,0,0,12877539,1,0,0,1,0,0
"3416","Guinea",2020-03-15,1,0,0,12877539,1,0,0,1,0,0
"3417","Guinea",2020-03-16,1,0,0,12877539,1,0,0,1,0,0
"3418","Guinea",2020-03-17,1,0,0,12877539,1,0,0,1,0,0
"3419","Guinea",2020-03-18,1,0,0,12877539,1,0,0,1,0,0
"3420","Guinea",2020-03-19,1,0,0,12877539,1,0,0,1,0,0
"3421","Guinea",2020-03-20,1,0,0,12877539,1,0,0,1,0,0
"3422","Guyana",2020-03-12,1,0,1,798753,1,0,1,1,0,1
"3423","Guyana",2020-03-13,1,0,1,798753,2,0,1,1,0,1
"3424","Guyana",2020-03-14,1,0,1,798753,3,0,1,1,0,1
"3425","Holy See",2020-03-06,1,0,0,604,1,0,0,10,0,0
"3426","Holy See",2020-03-07,1,0,0,604,1,0,0,12,0,0
"3427","Holy See",2020-03-08,1,0,0,604,1,0,0,15,0,0
"3428","Holy See",2020-03-09,1,0,0,604,1,0,0,17,0,0
"3429","Holy See",2020-03-10,1,0,0,604,1,0,0,17,0,0
"3430","Holy See",2020-03-11,1,0,0,604,1,0,0,17,0,0
"3431","Holy See",2020-03-12,1,0,0,604,1,0,0,17,0,0
"3432","Holy See",2020-03-13,1,0,0,604,1,0,0,17,0,0
"3433","Holy See",2020-03-14,1,0,0,604,1,0,0,17,0,0
"3434","Holy See",2020-03-15,1,0,0,604,1,0,0,17,0,0
"3435","Holy See",2020-03-16,1,0,0,604,1,0,0,17,0,0
"3436","Holy See",2020-03-17,1,0,0,604,1,0,0,17,0,0
"3437","Holy See",2020-03-18,1,0,0,604,1,0,0,17,0,0
"3438","Holy See",2020-03-19,1,0,0,604,1,0,0,17,0,0
"3439","Holy See",2020-03-20,1,0,0,604,1,0,0,17,0,0
"3440","Holy See",2020-03-21,1,0,0,604,NA,NA,NA,NA,NA,NA
"3441","Holy See",2020-03-22,1,0,0,604,NA,NA,NA,NA,NA,NA
"3442","Holy See",2020-03-23,1,0,0,604,NA,NA,NA,NA,NA,NA
"3443","Iceland",2020-02-28,1,0,0,360563,2,0,0,1,0,0
"3444","Iceland",2020-02-29,1,0,0,360563,3,0,0,1,0,0
"3445","India",2020-01-30,1,0,0,1383112050,1,0,0,1,0,0
"3446","India",2020-01-31,1,0,0,1383112050,1,0,0,1,0,0
"3447","India",2020-02-01,1,0,0,1383112050,2,0,0,1,0,0
"3448","Iraq",2020-02-24,1,0,0,41563520,2,0,0,1,0,0
"3449","Iraq",2020-02-25,1,0,0,41563520,3,0,0,1,0,0
"3450","Ireland",2020-02-29,1,0,0,4934340,1,0,0,1,0,0
"3451","Ireland",2020-03-01,1,0,0,4934340,2,0,0,1,0,0
"3452","Ireland",2020-03-02,1,0,0,4934340,2,0,0,1,0,0
"3453","Israel",2020-02-21,1,0,0,9050000,1,0,0,1,0,0
"3454","Israel",2020-02-22,1,0,0,9050000,1,0,0,1,0,0
"3455","Israel",2020-02-23,1,0,0,9050000,1,0,0,1,0,0
"3456","Israel",2020-02-24,1,0,0,9050000,1,0,0,1,1,0
"3457","Israel",2020-02-25,1,0,0,9050000,2,0,0,1,1,0
"3458","Jamaica",2020-03-11,1,0,0,2813773,3,0,0,1,0,0
"3459","Japan",2020-01-23,1,0,0,126633000,NA,NA,NA,NA,NA,NA
"3460","Jordan",2020-03-03,1,0,0,10698683,1,0,0,1,0,0
"3461","Jordan",2020-03-04,1,0,0,10698683,1,0,0,1,0,0
"3462","Jordan",2020-03-05,1,0,0,10698683,1,0,0,1,0,0
"3463","Jordan",2020-03-06,1,0,0,10698683,1,0,0,1,0,0
"3464","Jordan",2020-03-07,1,0,0,10698683,1,0,0,1,0,0
"3465","Jordan",2020-03-08,1,0,0,10698683,1,0,0,1,0,0
"3466","Jordan",2020-03-09,1,0,0,10698683,1,0,0,1,0,0
"3467","Jordan",2020-03-10,1,0,0,10698683,1,0,0,1,1,0
"3468","Jordan",2020-03-11,1,0,0,10698683,1,0,0,1,1,0
"3469","Jordan",2020-03-12,1,0,0,10698683,2,0,0,1,1,0
"3470","Jordan",2020-03-13,1,1,0,10698683,4,1,0,1,1,0
"3471","Jordan",2020-03-14,1,1,0,10698683,9,1,0,1,1,0
"3472","Kenya",2020-03-13,1,0,0,50951450,1,0,0,1,0,0
"3473","Kenya",2020-03-14,1,0,0,50951450,2,0,0,1,0,0
"3474","Korea South",2020-01-22,1,0,0,51764822,NA,NA,NA,NA,NA,NA
"3475","Korea South",2020-01-23,1,0,0,51764822,NA,NA,NA,NA,NA,NA
"3476","Kuwait",2020-02-24,1,0,0,4441100,12,0,0,1,0,0
"3477","Latvia",2020-03-02,1,0,0,1913822,1,0,0,1,0,0
"3478","Latvia",2020-03-03,1,0,0,1913822,1,0,0,1,0,0
"3479","Latvia",2020-03-04,1,0,0,1913822,1,0,0,1,0,0
"3480","Latvia",2020-03-05,1,0,0,1913822,1,0,0,1,0,0
"3481","Latvia",2020-03-06,1,0,0,1913822,2,0,0,1,0,0
"3482","Latvia",2020-03-07,1,0,0,1913822,3,0,0,1,1,0
"3483","Lebanon",2020-02-21,1,0,0,5781907,1,0,0,1,0,0
"3484","Lebanon",2020-02-22,1,0,0,5781907,1,0,0,1,0,0
"3485","Lebanon",2020-02-23,1,0,0,5781907,1,0,0,1,0,0
"3486","Lebanon",2020-02-24,1,0,0,5781907,1,0,0,1,0,0
"3487","Lebanon",2020-02-25,1,0,0,5781907,1,0,0,1,0,0
"3488","Liberia",2020-03-16,1,0,0,4985289,1,0,0,1,0,0
"3489","Liberia",2020-03-17,1,0,0,4985289,1,0,0,1,0,0
"3490","Liechtenstein",2020-03-04,1,0,0,38482,1,0,0,1,0,0
"3491","Liechtenstein",2020-03-05,1,0,0,38482,1,0,0,1,0,0
"3492","Liechtenstein",2020-03-06,1,0,0,38482,1,0,0,1,0,0
"3493","Liechtenstein",2020-03-07,1,0,0,38482,1,0,0,1,0,0
"3494","Liechtenstein",2020-03-08,1,0,0,38482,1,0,0,1,0,0
"3495","Liechtenstein",2020-03-09,1,0,0,38482,1,0,0,1,0,0
"3496","Liechtenstein",2020-03-10,1,0,0,38482,1,0,0,1,0,0
"3497","Liechtenstein",2020-03-11,1,0,0,38482,1,0,0,1,0,0
"3498","Liechtenstein",2020-03-12,1,0,0,38482,2,0,0,1,0,0
"3499","Liechtenstein",2020-03-13,1,0,0,38482,2,0,0,1,0,0
"3500","Lithuania",2020-02-28,1,0,0,2794137,1,0,0,1,0,0
"3501","Lithuania",2020-02-29,1,0,0,2794137,1,0,0,1,0,0
"3502","Lithuania",2020-03-01,1,0,0,2794137,1,0,0,1,0,0
"3503","Lithuania",2020-03-02,1,0,0,2794137,1,0,0,1,0,0
"3504","Lithuania",2020-03-03,1,0,0,2794137,1,0,0,1,0,0
"3505","Lithuania",2020-03-04,1,0,0,2794137,1,0,0,1,0,0
"3506","Lithuania",2020-03-05,1,0,0,2794137,1,0,0,1,0,0
"3507","Lithuania",2020-03-06,1,0,0,2794137,1,0,0,1,0,0
"3508","Lithuania",2020-03-07,1,0,0,2794137,1,0,0,1,0,0
"3509","Lithuania",2020-03-08,1,0,0,2794137,1,0,0,1,0,0
"3510","Lithuania",2020-03-09,1,0,0,2794137,2,0,0,1,0,0
"3511","Lithuania",2020-03-10,1,0,0,2794137,2,0,0,1,0,0
"3512","Luxembourg",2020-02-29,1,0,0,620001,1,0,0,1,0,0
"3513","Luxembourg",2020-03-01,1,0,0,620001,1,0,0,1,0,0
"3514","Luxembourg",2020-03-02,1,0,0,620001,1,0,0,1,0,0
"3515","Luxembourg",2020-03-03,1,0,0,620001,1,0,0,1,0,0
"3516","Luxembourg",2020-03-04,1,0,0,620001,1,0,0,1,0,0
"3517","Luxembourg",2020-03-05,1,0,0,620001,2,0,0,1,0,0
"3518","Mauritania",2020-03-14,1,0,0,4383849,1,0,0,1,0,0
"3519","Mauritania",2020-03-15,1,0,0,4383849,1,0,0,1,0,0
"3520","Mauritania",2020-03-16,1,0,0,4383849,1,0,0,1,0,0
"3521","Mauritania",2020-03-17,1,0,0,4383849,1,0,0,1,0,0
"3522","Mauritania",2020-03-18,1,0,0,4383849,1,0,0,1,0,0
"3523","Mexico",2020-02-28,1,0,0,125085311,2,0,0,1,0,0
"3524","Moldova",2020-03-08,1,0,0,2664224,1,0,0,1,0,0
"3525","Moldova",2020-03-09,1,0,0,2664224,2,0,0,1,0,0
"3526","Monaco",2020-02-29,1,0,0,37034,1,0,0,1,0,0
"3527","Monaco",2020-03-01,1,0,0,37034,1,0,0,1,0,0
"3528","Monaco",2020-03-02,1,0,0,37034,1,0,0,1,0,0
"3529","Monaco",2020-03-03,1,0,0,37034,1,0,0,1,0,0
"3530","Monaco",2020-03-04,1,0,0,37034,1,0,0,1,0,0
"3531","Monaco",2020-03-05,1,0,0,37034,1,0,0,1,0,0
"3532","Monaco",2020-03-06,1,0,0,37034,1,0,0,1,0,0
"3533","Monaco",2020-03-07,1,0,0,37034,1,0,0,1,0,0
"3534","Monaco",2020-03-08,1,0,0,37034,1,0,0,1,0,0
"3535","Monaco",2020-03-09,1,0,0,37034,1,0,0,1,0,0
"3536","Monaco",2020-03-10,1,0,0,37034,1,0,0,1,0,0
"3537","Monaco",2020-03-11,1,0,0,37034,1,0,0,1,0,0
"3538","Mongolia",2020-03-10,1,0,0,3232430,1,0,0,1,0,0
"3539","Mongolia",2020-03-11,1,0,0,3232430,1,0,0,1,0,0
"3540","Mongolia",2020-03-12,1,0,0,3232430,1,0,0,1,0,0
"3541","Mongolia",2020-03-13,1,0,0,3232430,1,0,0,1,0,0
"3542","Mongolia",2020-03-14,1,0,0,3232430,2,0,0,1,0,0
"3543","Mongolia",2020-03-15,1,0,0,3232430,2,0,0,1,0,0
"3544","Mongolia",2020-03-16,1,0,0,3232430,3,0,0,1,0,0
"3545","Montenegro",2020-03-18,1,0,0,622028,5,0,0,1,0,0
"3546","Morocco",2020-03-02,1,0,0,36304408,1,0,0,1,0,0
"3547","Morocco",2020-03-03,1,0,0,36304408,1,0,0,1,0,0
"3548","Morocco",2020-03-04,1,0,0,36304408,1,0,0,1,0,0
"3549","Mozambique",2020-03-22,1,0,0,30285595,NA,NA,NA,NA,NA,NA
"3550","Mozambique",2020-03-23,1,0,0,30285595,NA,NA,NA,NA,NA,NA
"3551","Nepal",2020-01-25,1,0,0,28832496,1,0,0,1,0,0
"3552","Nepal",2020-01-26,1,0,0,28832496,1,0,0,1,0,0
"3553","Nepal",2020-01-27,1,0,0,28832496,1,0,0,1,0,0
"3554","Nepal",2020-01-28,1,0,0,28832496,1,0,0,1,0,0
"3555","Nepal",2020-01-29,1,0,0,28832496,1,0,0,1,0,0
"3556","Nepal",2020-01-30,1,0,0,28832496,1,0,0,1,0,0
"3557","Nepal",2020-01-31,1,0,0,28832496,1,0,0,1,0,0
"3558","Nepal",2020-02-01,1,0,0,28832496,1,0,0,1,0,0
"3559","Nepal",2020-02-02,1,0,0,28832496,1,0,0,1,0,0
"3560","Nepal",2020-02-03,1,0,0,28832496,1,0,0,1,0,0
"3561","Nepal",2020-02-04,1,0,0,28832496,1,0,0,1,0,0
"3562","Nepal",2020-02-05,1,0,0,28832496,1,0,0,1,0,0
"3563","Nepal",2020-02-06,1,0,0,28832496,1,0,0,1,0,0
"3564","Nepal",2020-02-07,1,0,0,28832496,1,0,0,1,0,0
"3565","Nepal",2020-02-08,1,0,0,28832496,1,0,0,1,0,0
"3566","Nepal",2020-02-09,1,0,0,28832496,1,0,0,1,1,0
"3567","Nepal",2020-02-10,1,0,0,28832496,1,0,0,1,1,0
"3568","Nepal",2020-02-11,1,0,0,28832496,1,0,0,1,1,0
